SPCD,COMMON_NAME,SHARED_COMMON_NAME_IND,GENUS,SPECIES,VARIETY,SUBSPECIES,SCIENTIFIC_NAME,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,C_SPGRPCD,P_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,JENKINS_SPGRPCD,JENKINS_SAPLING_ADJUSTMENT,SITETREE,SFTWD_HRDWD,WOODLAND,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,CWD_DECAY_RATIO1,CWD_DECAY_RATIO2,CWD_DECAY_RATIO3,CWD_DECAY_RATIO4,CWD_DECAY_RATIO5,DWM_CARBON_RATIO,CARBON_RATIO_LIVE,DRYWT_TO_GREENWT_CONVERSION,CREATED_DATE,MODIFIED_DATE
7758,kipuka piaula,N,Melicope,zahlbruckneri,,,Melicope zahlbruckneri,MEZA,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.45461,,0.45461,,,,,,15.32,26.0,,,,,,,0.477,1.76,2021-09-03 22:38:54,
7759,samoensis,Y,Melicytus,samoensis,,,Melicytus samoensis,MESA9,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.585,,0.585,,,,,,15.32,26.0,,,,,,,0.473,1.76,2021-09-03 22:38:54,
7763,aguacatillo,N,Meliosma,herbertii,,,Meliosma herbertii,MEHE,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7764,cacaillo,N,Meliosma,obtusifolia,,,Meliosma obtusifolia,MEOB2,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7768,teabush,N,Melochia,tomentosa,,,Melochia tomentosa,METO4,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7769,hierba del soldado,N,Melochia,umbellata,,,Melochia umbellata,MEUM3,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.32,26.0,0.32,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.482,1.76,2021-09-03 22:38:54,
7774,faniok,N,Merrilliodendron,megacarpum,,,Merrilliodendron megacarpum,MEME12,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.56396,26.0,0.56396,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.473,1.76,2021-09-03 22:38:54,
7776,fagufagu,N,Meryta,macrophylla,,,Meryta macrophylla,MEMA16,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.41,26.0,0.41,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.479,1.76,2021-09-03 22:38:54,
7777,omechidel,Y,Meryta,senfftiana,,,Meryta senfftiana,MESE11,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.41,26.0,0.41,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.479,1.76,2021-09-03 22:38:54,
7779,dawn redwood,N,Metasequoia,glyptostroboides,,,Metasequoia glyptostroboides,MEGL8,56.0,56.0,,,2.0,20.0,70.0,4.0,0.84,,S,N,0.41,26.0,0.42,26.0,74.28,26.0,70.51,26.0,14.47,26.0,,,,,,,0.501,1.76,2021-09-03 22:38:54,
886,Florida poisontree,N,Metopium,toxiferum,,,Metopium toxiferum,METO3,43.0,47.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:53,
7782,ohia,N,Metrosideros,macropus,,,Metrosideros macropus,MEMA4,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.69,,0.69,,,,,,15.32,26.0,,,,,,,0.469,1.76,2021-09-03 22:38:54,
7783,ohia lehua,N,Metrosideros,polymorpha,,,Metrosideros polymorpha,MEPO5,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.69,26.0,0.69,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.469,1.76,2021-09-03 22:38:54,
7781,collina,N,Metrosideros,collina,,,Metrosideros collina,MEPOP2,54.0,54.0,,54.0,3.0,37.0,220.0,8.0,0.84031,,H,N,0.76,,0.76,,,,,,15.32,26.0,,,,,,,0.466,1.76,2021-09-03 22:38:54,
7792,lehua papa,N,Metrosideros,rugosa,,,Metrosideros rugosa,MERU2,54.0,54.0,,54.0,3.0,37.0,220.0,8.0,0.84031,,H,N,0.72,,0.72,,,,,,15.32,26.0,,,,,,,0.468,1.76,2021-09-03 22:38:54,
7794,lehua ahihi,N,Metrosideros,tremuloides,,,Metrosideros tremuloides,METR5,54.0,54.0,,54.0,3.0,37.0,220.0,8.0,0.84031,,H,N,0.72,,0.72,,,,,,15.32,26.0,,,,,,,0.468,1.76,2021-09-03 22:38:54,
7795,Kauai bottlebrush,N,Metrosideros,waialealae,,,Metrosideros waialealae,MEWA,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.72,,0.72,,,,,,15.32,26.0,,,,,,,0.468,1.76,2021-09-03 22:38:54,
7798,ivory-nut palm,N,Metroxylon,amicarum,,,Metroxylon amicarum,MEAM4,53.0,53.0,,53.0,3.0,37.0,147.0,8.0,0.84031,,H,N,0.48,26.0,0.48,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.476,1.76,2021-09-03 22:38:54,
7799,sago palm,N,Metroxylon,sagu,,,Metroxylon sagu,MESA7,53.0,53.0,,53.0,3.0,37.0,147.0,8.0,0.84031,,H,N,0.48,,0.48,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
7801,Orange Champak,N,Michelia,champaca,,,Michelia champaca,MICH4,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.45,26.0,0.45,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.428,1.76,2021-09-03 22:38:54,
7804,saquiyac,N,Miconia,affinis,,,Miconia affinis,MIAF,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7805,velvet tree,N,Miconia,calvescens,,,Miconia calvescens,MICA20,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.4,26.0,0.4,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.479,1.76,2021-09-03 22:38:54,
7806,Puerto Rico johnnyberry,N,Miconia,foveolata,,,Miconia foveolata,MIFO,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7807,camasey de costilla,N,Miconia,impetiolaris,,,Miconia impetiolaris,MIIM,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7808,smooth johnnyberry,N,Miconia,laevigata,,,Miconia laevigata,MILA8,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7803,hairy johnnyberry,N,Miconia,lanata,,,Miconia lanata,MILA10,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7810,camasey cuatrocanales,N,Miconia,mirabilis,,,Miconia mirabilis,MIMI3,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.512,1.758473594,2021-09-03 22:38:54,
7812,camasey racimoso,N,Miconia,pachyphylla,,,Miconia pachyphylla,MIPA7,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7813,granadillo bobo,N,Miconia,prasina,,,Miconia prasina,MIPR3,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7814,auquey,N,Miconia,punctata,,,Miconia punctata,MIPU9,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7815,ridge johnnyberry,N,Miconia,pycnoneura,,,Miconia pycnoneura,MIPY2,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7816,camasey felpa,N,Miconia,racemosa,,,Miconia racemosa,MIRA2,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7817,peralejo,N,Miconia,rubiginosa,,,Miconia rubiginosa,MIRU4,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7818,jau jau,N,Miconia,serrulata,,,Miconia serrulata,MISE2,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7819,mountain johnnyberry,N,Miconia,sintenisii,,,Miconia sintenisii,MISI2,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7821,forest johnnyberry,N,Miconia,subcorymbosa,,,Miconia subcorymbosa,MISU3,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7822,rajador,N,Miconia,tetrandra,,,Miconia tetrandra,MITE4,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7823,camasey tomaso,N,Miconia,thomasiana,,,Miconia thomasiana,MITH,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7824,talafulu,N,Micromelum,minutum,,,Micromelum minutum,MIMI23,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.66,,0.66,,,,,,15.32,26.0,,,,,,,0.47,1.76,2021-09-03 22:38:54,
7828,caimitillo verde,N,Micropholis,garciniifolia,,,Micropholis garciniifolia,MIGA,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7829,Micropholis guyanensis,N,Micropholis,guyanensis,,,Micropholis guyanensis,MIGU2,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7831,pinnata,N,Millettia,pinnata,,,Millettia pinnata,MIPI9,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.72664,26.0,0.72664,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.468,1.76,2021-09-03 22:38:54,
7833,elegant mimosa,N,Mimosa,arenosa,,,Mimosa arenosa,MIAR4,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7835,"bulletwood, elengi",N,Mimusops,elengi,,,Mimusops elengi,MIEL4,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.81838,,0.81838,,,,,,15.32,26.0,,,,,,,0.464,1.76,2021-09-03 22:38:54,
7841,treedaisy,N,Montanoa,hibiscifolia,,,Montanoa hibiscifolia,MOHI,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84,,H,N,0.65,,0.65,,,,,,15.32,26.0,,,,,,,0.47,1.76,2021-09-03 22:38:54,
7845,Morella cerifera,N,Morella,cerifera,,,Morella cerifera,MOCE2,43.0,54.0,54.0,54.0,3.0,37.0,221.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,2.0,2021-09-03 22:38:54,
7846,firetree,N,Morella,faya,,,Morella faya,MOFA,54.0,54.0,,54.0,3.0,37.0,221.0,8.0,0.84031,,H,N,0.54,26.0,0.54,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.474,1.76,2021-09-03 22:38:54,
7847,Morella holdridgeana,N,Morella,holdridgeana,,,Morella holdridgeana,MOHO3,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7849,Indian mulberry,N,Morinda,citrifolia,,,Morinda citrifolia,MOCI3,54.0,54.0,54.0,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7850,kesengelngel,N,Morinda,latibractea,,,Morinda latibractea,MOLA12,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.49,26.0,0.49,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.476,1.76,2021-09-03 22:38:54,
7851,Morinda pedunculata,N,Morinda,pedunculata,,,Morinda pedunculata,MOPE2,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.49,26.0,0.49,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.476,1.76,2021-09-03 22:38:54,
7853,noni kuahiwi,N,Morinda,trimera,,,Morinda trimera,MOTR,54.0,54.0,54.0,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.49,26.0,0.49,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.476,1.76,2021-09-03 22:38:54,
7855,horseradishtree,N,Moringa,oleifera,,,Moringa oleifera,MOOL,54.0,54.0,54.0,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7857,ratapple,N,Morisonia,americana,,,Morisonia americana,MOAM,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
681,white mulberry,N,Morus,alba,,,Morus alba,MOAL,42.0,47.0,54.0,54.0,4.0,25.0,101.0,8.0,0.93185,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,0.944,0.734,0.583,0.37,0.282,0.491,0.511,1.758473594,2021-09-03 22:38:53,
683,Texas mulberry,N,Morus,microphylla,,,Morus microphylla,MOMI,42.0,47.0,,,4.0,25.0,101.0,8.0,0.93185,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:53,
684,black mulberry,N,Morus,nigra,,,Morus nigra,MONI,43.0,47.0,54.0,,4.0,25.0,101.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:53,
682,red mulberry,N,Morus,rubra,,,Morus rubra,MORU2,42.0,47.0,,,4.0,25.0,101.0,8.0,0.93185,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:53,
7862,murta,N,Mouriri,domingensis,,,Mouriri domingensis,MODO2,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7863,mameyuelo,N,Mouriri,helleri,,,Mouriri helleri,MOHE,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7865,falseohe,N,Munroidendron,racemosum,,,Munroidendron racemosum,MURA3,54.0,54.0,,54.0,3.0,37.0,220.0,8.0,0.84,,H,N,0.41,,0.41,,,,,,15.32,26.0,,,,,,,0.479,1.76,2021-09-03 22:38:54,
7867,strawberrytree,N,Muntingia,calabura,,,Muntingia calabura,MUCA4,54.0,54.0,54.0,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.442,1.758473594,2021-09-03 22:38:54,
7869,Murraya exotica,N,Murraya,exotica,,,Murraya exotica,MUEX2,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7870,Murraya koenigii,N,Murraya,koenigii,,,Murraya koenigii,MUKO,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.636,26.0,0.636,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.471,1.76,2021-09-03 22:38:54,
7873,bungeltuu,N,Musa,coccinea,,,Musa coccinea,MUCO8,53.0,53.0,,53.0,3.0,37.0,,8.0,0.84031,,H,N,0.5,,0.5,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
7874,tama,N,Musa,nana,,,Musa nana,MUNA,53.0,53.0,,53.0,3.0,37.0,,8.0,0.84031,,H,N,0.5,26.0,0.5,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.476,1.76,2021-09-03 22:38:54,
7875,tuu banana,N,Musa,sapientum,,,Musa sapientum,MUSA,53.0,53.0,,53.0,3.0,37.0,,8.0,0.84031,,H,N,0.5,,0.5,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
7877,blantalos,N,Musa,textilis,,,Musa textilis,MUTE6,53.0,53.0,,53.0,3.0,37.0,,8.0,0.84031,,H,N,0.5,,0.5,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
7879,fei banana,N,Musa,troglodytarum,,,Musa troglodytarum,MUTR2,53.0,53.0,,53.0,3.0,37.0,,8.0,0.84031,,H,N,0.5,,0.5,,,,,,15.32,26.0,,,,,,,0.476,1.76,2021-09-03 22:38:54,
7872,French plantain,N,Musa,x paradisiaca,,,Musa x paradisiaca,MUPA3,54.0,54.0,,52.0,3.0,37.0,,8.0,0.84031,,H,N,0.5,26.0,0.5,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.476,1.76,2021-09-03 22:38:54,2024-09-24 19:42:05
7880,Mussaenda frondosa,N,Mussaenda,frondosa,,,Mussaenda frondosa,MUFR3,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.65,26.0,0.65,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.47,1.76,2021-09-03 22:38:54,
7861,ngaio tree,N,Myoporum,laetum,,,Myoporum laetum,MYLA5,55.0,55.0,,,3.0,37.0,146.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,,,,,,,0.475,1.758473594,2021-09-03 22:38:54,
7883,naio,N,Myoporum,sandwicense,,,Myoporum sandwicense,MYSA,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.8808,26.0,0.8808,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.462,1.76,2021-09-03 22:38:54,
7886,red rodwood,N,Myrcia,citrifolia,,,Myrcia citrifolia,MYCI,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7887,cieneguillo,N,Myrcia,deflexa,,,Myrcia deflexa,MYDE,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7888,curame,N,Myrcia,fallax,,,Myrcia fallax,MYFA3,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7889,guayabacon,N,Myrcia,leptoclada,,,Myrcia leptoclada,MYLE,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7890,ausu,N,Myrcia,paganii,,,Myrcia paganii,MYPA,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7891,punchberry,N,Myrcia,splendens,,,Myrcia splendens,MYSP,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7893,twinberry,N,Myrcianthes,fragrans,,,Myrcianthes fragrans,MYFR,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7894,jaboticaba,N,Myrciaria,cauliflora,,,Myrciaria cauliflora,MYCA9,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7895,guavaberry,N,Myrciaria,floribunda,,,Myrciaria floribunda,MYFL,54.0,54.0,54.0,,3.0,37.0,227.0,8.0,0.84031,,H,N,0.52,26.0,0.53,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.475,1.758473594,2021-09-03 22:38:54,
7899,"yamamomo, strawberry tree",N,Myrica,rubra,,,Myrica rubra,MYRU3,54.0,54.0,,54.0,3.0,37.0,221.0,8.0,0.84,,H,N,0.69569,,0.69569,,,,,,15.32,26.0,,,,,,,0.469,1.76,2021-09-03 22:38:54,
7903,adepurot,N,Myristica,insularis,,,Myristica insularis,MYIN3,54.0,54.0,,54.0,3.0,37.0,227.0,8.0,0.84031,,H,N,0.44,26.0,0.44,26.0,75.13,26.0,80.49,26.0,15.16,26.0,1.0,0.78,0.45,0.42,0.42,0.491,0.478,1.76,2021-09-03 22:38:54,
